normalized_url,page_type,name,h1,machine_types,category,price_from,has_spec_table,has_video,in_sitemap,source_url,data_review_required,notes
https://st-technics.ru/kovshi-na-teleskopicheskij-pogruzchik/kovsh-chelyustnoj,product-machinetype-scoped,Ковш челюстной на телескопический погрузчик,КОВШ ЧЕЛЮСТНОЙ НА ТЕЛЕСКОПИЧЕСКИЙ ПОГРУЗЧИК,mt-teleskopicheskij-pogruzchik,cat-kovshi-teleskopicheskij-pogruzchik,305000,yes,no,yes,https://st-technics.ru/kovshi-na-teleskopicheskij-pogruzchik/kovsh-chelyustnoj,no, canonical→p-kovsh-chelustnoy
https://st-technics.ru/kovshi-na-teleskopicheskij-pogruzchik/kovsh-proseivayushchij,product-machinetype-scoped,Ковш просеивающий на телескопический погрузчик,КОВШ ПРОСЕИВАЮЩИЙ НА ТЕЛЕСКОПИЧЕСКИЙ ПОГРУЗЧИК,mt-teleskopicheskij-pogruzchik,cat-kovshi-teleskopicheskij-pogruzchik,210000,yes,no,yes,https://st-technics.ru/kovshi-na-teleskopicheskij-pogruzchik/kovsh-proseivayushchij,yes, canonical→p-kovsh-proseivaushiy
https://st-technics.ru/kovshi-na-ehkskavator/kovsh-universalnyj,product-machinetype-scoped,Ковш универсальный на экскаватор,КОВШ УНИВЕРСАЛЬНЫЙ НА ЭКСКАВАТОР,mt-ehkskavator-standalone,cat-kovshi-ehkskavator,200000,yes,no,yes,https://st-technics.ru/kovshi-na-ehkskavator/kovsh-universalnyj,no, canonical→p-kovsh-universalnyj
https://st-technics.ru/kovshi-na-ehkskavator/kovsh-planirovochnyj,product-machinetype-scoped,Ковш планировочный на экскаватор,КОВШ ПЛАНИРОВОЧНЫЙ НА ЭКСКАВАТОР,mt-ehkskavator-standalone,cat-kovshi-ehkskavator,100000,yes,no,yes,https://st-technics.ru/kovshi-na-ehkskavator/kovsh-planirovochnyj,no, canonical→p-kovsh-planirovochnyj
https://st-technics.ru/kovshi-na-ehkskavator/planirovochnyj-s-povorotom,product-machinetype-scoped,Ковш планировочный с поворотом на экскаватор,КОВШ ПЛАНИРОВОЧНЫЙ С ПОВОРОТОМ НА ЭКСКАВАТОР,mt-ehkskavator-standalone,cat-kovshi-ehkskavator,270000,yes,no,yes,https://st-technics.ru/kovshi-na-ehkskavator/planirovochnyj-s-povorotom,no, canonical→p-kovsh-planirovochnyj
https://st-technics.ru/kovshi-na-frontalnyj-pogruzchik/kovsh-obshchestroitel-nyj,product-machinetype-scoped,Ковш общестроительный на фронтальный погрузчик,КОВШ ОБЩЕСТРОИТЕЛЬНЫЙ НА ФРОНТАЛЬНЫЙ ПОГРУЗЧИК,mt-frontalnyj-pogruzchik,cat-kovshi-frontalnyj-pogruzchik,90000,yes,no,yes,https://st-technics.ru/kovshi-na-frontalnyj-pogruzchik/kovsh-obshchestroitel-nyj,no, canonical→p-kovsh-obshchestroitelnyj
https://st-technics.ru/kovshi-na-frontalnyj-pogruzchik/kovsh-vysokoobemnyj,product-machinetype-scoped,Ковш высокообъёмный на фронтальный погрузчик,КОВШ ВЫСОКООБЪЁМНЫЙ НА ФРОНТАЛЬНЫЙ ПОГРУЗЧИК,mt-frontalnyj-pogruzchik,cat-kovshi-frontalnyj-pogruzchik,95000,yes,no,yes,https://st-technics.ru/kovshi-na-frontalnyj-pogruzchik/kovsh-vysokoobemnyj,no, canonical→p-kovsh-vysokoobjemniy
https://st-technics.ru/kovshi-na-frontalnyj-pogruzchik/kovsh-chelyustnoj,product-machinetype-scoped,Ковш челюстной на фронтальный погрузчик,КОВШ ЧЕЛЮСТНОЙ НА ФРОНТАЛЬНЫЙ ПОГРУЗЧИК,mt-frontalnyj-pogruzchik,cat-kovshi-frontalnyj-pogruzchik,195000,yes,no,yes,https://st-technics.ru/kovshi-na-frontalnyj-pogruzchik/kovsh-chelyustnoj,no, canonical→p-kovsh-chelustnoy
https://st-technics.ru/kovshi-na-frontalnyj-pogruzchik/kovsh-vysokoj-vygruzki,product-machinetype-scoped,Ковш высокой выгрузки на фронтальный погрузчик,КОВШ ВЫСОКОЙ ВЫГРУЗКИ НА ФРОНТАЛЬНЫЙ ПОГРУЗЧИК,mt-frontalnyj-pogruzchik,cat-kovshi-frontalnyj-pogruzchik,190000,yes,no,yes,https://st-technics.ru/kovshi-na-frontalnyj-pogruzchik/kovsh-vysokoj-vygruzki,no, canonical→p-kovsh-visokoy-vygruzki
https://st-technics.ru/kovshi-na-frontalnyj-pogruzchik/kovsh-proseivayushchij,product-machinetype-scoped,Ковш просеивающий на фронтальный погрузчик,КОВШ ПРОСЕИВАЮЩИЙ НА ФРОНТАЛЬНЫЙ ПОГРУЗЧИК,mt-frontalnyj-pogruzchik,cat-kovshi-frontalnyj-pogruzchik,260000,yes,no,yes,https://st-technics.ru/kovshi-na-frontalnyj-pogruzchik/kovsh-proseivayushchij,no, canonical→p-kovsh-proseivaushiy
https://st-technics.ru/kovshi-na-miniehkskavator/kovsh-0-2-t,product-machinetype-scoped,Ковш 0-2 т на миниэкскаватор,КОВШ 0-2 Т НА МИНИЭКСКАВАТОР,mt-mini-ehkskavator,cat-kovshi-miniehkskavator,30000,yes,no,yes,https://st-technics.ru/kovshi-na-miniehkskavator/kovsh-0-2-t,no, canonical→p-kovsh-universalnyj
https://st-technics.ru/kovshi-na-miniehkskavator/kovsh-2-4-t,product-machinetype-scoped,Ковш 2-4 т на миниэкскаватор,КОВШ 2-4 Т НА МИНИЭКСКАВАТОР,mt-mini-ehkskavator,cat-kovshi-miniehkskavator,34000,yes,no,yes,https://st-technics.ru/kovshi-na-miniehkskavator/kovsh-2-4-t,no,Тело: 'КОВШ УНИВЕРСАЛЬНЫЙ НА МИНИЭКСКАВАТОР 2-4 Т'. canonical→p-kovsh-universalnyj
https://st-technics.ru/kovshi-na-miniehkskavator/kovsh-4-7-t,product-machinetype-scoped,Ковш 4-7 т на миниэкскаватор,КОВШ 4-7 Т НА МИНИЭКСКАВАТОР,mt-mini-ehkskavator,cat-kovshi-miniehkskavator,42000,yes,no,yes,https://st-technics.ru/kovshi-na-miniehkskavator/kovsh-4-7-t,no, canonical→p-kovsh-universalnyj
https://st-technics.ru/kovshi-na-miniehkskavator/kovsh-planirovochnyj,product-machinetype-scoped,Ковш планировочный на миниэкскаватор,КОВШ ПЛАНИРОВОЧНЫЙ НА МИНИЭКСКАВАТОР,mt-mini-ehkskavator,cat-kovshi-miniehkskavator,21000,yes,no,yes,https://st-technics.ru/kovshi-na-miniehkskavator/kovsh-planirovochnyj,no, canonical→p-kovsh-planirovochnyj
https://st-technics.ru/kovshi-na-miniehkskavator/kovsh-serpovidnyj,product-machinetype-scoped,Ковш серповидный на миниэкскаватор,КОВШ СЕРПОВИДНЫЙ НА МИНИЭКСКАВАТОР,mt-mini-ehkskavator,cat-kovshi-miniehkskavator,32000,yes,no,yes,https://st-technics.ru/kovshi-na-miniehkskavator/kovsh-serpovidnyj,no, canonical→p-kovsh-serpovidnyj
